record,uuid,date,s2,s3,s4,s5r1,s5r2,s5r3,s5r4,s5r5,s5r6,s5r7,s6,s6r22oe,origcat,state,akc,alc,arc,azc,cac,coc,ctc,dec,flc,gac,hic,iac,idc,ilc,inc,ksc,kyc,lac,mac,mec,mdc,mic,mnc,moc,msc,mtc,ncc,ndc,nec,nhc,nmc,nvc,njc,nyc,ohc,okc,orc,pac,ric,scc,sdc,tnc,txc,utc,vac,vtc,wac,wic,wvc,wyc,s9,educat,s10,q1,q2,splitassignment1,pipeq3r1,pipeq3r2,pipeq3none,q3,q3r8oe,pipeq4r3,pipeq4r2,pipeq4none,q4r1,q4r2,q4r3,q4r4,q4r5,q4r6,q4r7,q4r8,q4r9,q5,q6,q7,q8r1,q8r2,q8r3,q8r4,q8r5,q8r6,q8r7,q8r8,q8r9,q8r10,q8r11,q8r12,q9,q10,q11,q12,q13,criminality,q14r1,q14r2,q14r3,q14r4,q14r5,q15,q16,q17r1,q18,q19,q20r1,q20r2,q20r3,q20r4,q20r5,q21,q71,q22,q23,q24,q25,q26,q27,q28,q29r1,q29r2,q29r3,q29r4,q29r5,q29r6,q30r1,q30r2,q30r3,q30r4,q30r5,q30r6,q30r7,q30r8,oaxaca_treatments,q31,q32,q33,q34,q35r1,q35r2,q35r3,q35r4,q35r5,q36,q37,q37r8oe,q38,q38r8oe,q39,q40,q41,q42,q43,q44,q45,q46,q47,q48,q49,q50r1,q50r2,q50r3,q50r4,q50r5,q50r6,q50r7,q50r7oe,q51,q52r1,q52r2,q52r3,q52r4,q52r5,q52r6,q52r7,q52r8,q52r9,q52r10,q52r11,q52r12,q52r13,q52r14,q72,q53a,q53b,q54,q55,q56r1,q56r2,q56r3,q56r4,q56r5,q56r6,q56r7,q56r8,q56r9,q57,q58,q59,q60,q61,q62,q63r1,q63r2,q63r3,q63r4,q63r5,q63r6,q63r7,q64,q65,q66,q67,q68r1,q68r2,q68r3,q68r4,q68r5,q68r6,q68r7,q68r8,q69r1,q69r2,q69r3,q69r4,q69r5,q69r6,q69r7,q69r8,q69r9,q69r10,q69r11,q69r12,q69r13,q69r14,q69r15,q69r16,q69r17,q69r18,q69r19,q69r20,q69r21,q69r22,q69r23,q69r24,q69r25,q69r26,q69r27,q69r28,q69r29,q69r30,q69r31,q69r32,q69r31oe,q70,vlist,qtime,vmobiledevice,vmobileos,start_date,declang,weight
5556,k4c3q7nf0c4vsyh5,5/4/25 17:12,3,2,2,0,1,0,0,0,0,0,10,,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,,,,,2,1,6,21,2,2,0,1,0,5,,0,1,0,3,2,2,2,1,2,2,1,2,,1,1,0,0,0,0,0,0,0,0,0,1,,0,4,4,4,,1,1,1,0,0,0,0,1,1,7,2,1,0,0,0,0,1,3,4,2,3,,2,4,2,4,2,2,2,2,1,2,0,1,0,0,0,0,0,0,4,4,5,2,3,0,0,0,0,1,6,,,4,,1,2,3,1,3,4,4,4,4,1,3,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,,,0,0,0,1,0,0,0,0,0,2,3,1,2,4,4,0,0,0,0,0,0,1,,3,,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,78041,3,1714.14,1,2,5/4/25 16:43,spanish,1.192054
5622,s1acxst2f5p9mwxf,5/4/25 20:54,6,2,2,0,1,0,0,0,0,0,17,,3,23,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,1,24,1,2,0,1,0,8,Marriage,0,1,0,2,2,2,2,3,3,2,2,2,,3,2,0,0,0,0,0,0,0,0,1,,0,0,1,1,1,,1,1,0,1,0,0,0,2,1,4,2,2,0,0,0,0,1,2,2,2,2,,1,2,4,2,2,2,1,2,2,2,1,0,0,0,1,0,0,0,1,2,3,3,3,0,0,0,0,1,3,,,3,,3,3,1,1,2,5,5,3,4,1,3,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,,,1,1,0,0,0,0,1,1,0,1,3,7,1,1,2,1,0,0,0,0,0,0,1,3,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,48813,3,1599.41,1,2,5/4/25 20:27,english,0.9894981
5670,0fk1g033r7jnn2h1,5/4/25 23:33,2,1,2,0,1,0,0,0,0,0,10,,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,1,1,6,7,2,2,0,1,0,6,,0,1,0,1,2,1,2,1,1,1,2,2,,1,1,0,0,0,0,0,0,0,0,0,0,,1,5,3,5,,1,1,1,0,0,0,0,2,1,7,1,1,0,0,0,0,1,3,4,1,1,,2,4,6,1,2,2,2,1,2,2,0,1,0,0,0,0,0,0,4,4,3,2,4,0,0,0,0,1,4,,,3,,3,1,2,2,3,4,4,3,3,1,3,,,,,,,,,,1,1,0,0,1,0,1,1,1,1,0,0,1,0,3,2,3,2,2,0,0,0,0,0,0,0,0,1,,4,13,2,3,2,0,0,0,0,0,1,0,,3,,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,77060,3,1085.12,1,1,5/4/25 23:15,spanish,1.591335
6441,wbfkenjv8d827uyn,5/5/25 19:15,5,1,2,0,1,0,0,0,0,0,13,,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,1,1,6,17,2,2,0,1,0,1,,0,1,0,3,3,2,2,3,2,2,2,3,,4,4,0,0,0,0,0,0,0,1,0,0,,0,1,5,3,,1,1,1,0,0,0,0,3,3,1,2,4,0,0,0,0,1,3,1,2,1,,1,4,5,4,3,3,2,1,2,2,0,1,0,1,0,0,1,0,3,5,3,1,4,0,1,0,0,0,5,,,3,,3,1,3,1,2,5,5,2,1,2,3,,,,,,,,,,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,2,0,,,1,0,0,0,1,0,0,0,0,5,1,2,4,3,1,0,0,0,0,1,0,0,,3,,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,78741,2,1560.25,1,2,5/5/25 18:47,spanish,1.352634
6688,eby4xkbg27wbny1r,5/6/25 12:15,4,1,2,1,1,0,0,0,0,0,13,,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,7,3,1,41,2,2,0,1,0,6,,0,1,0,2,1,2,2,1,1,2,2,2,,4,1,0,0,0,0,0,0,0,0,1,,0,0,1,2,1,,1,1,1,0,0,0,0,1,1,7,1,2,1,0,0,0,0,1,1,1,1,,1,2,5,4,2,1,3,1,1,1,1,0,0,0,0,1,1,0,4,1,1,1,1,1,0,0,0,0,1,,,1,,1,2,1,1,2,5,4,1,2,1,3,,,,,,,,,,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,2,2,2,2,0,1,0,0,0,0,1,0,0,1,3,11,1,1,2,1,0,0,0,0,0,0,1,1,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,84660,4,1002.38,5,6,5/6/25 11:58,english,0.8710146
6885,3qmzd10p2renzcw1,5/6/25 17:23,3,2,2,1,1,0,0,0,0,0,13,,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,6,3,1,11,1,2,0,1,0,1,,0,1,0,1,2,2,2,2,2,2,1,1,,1,3,0,0,0,1,1,0,0,0,0,,0,0,1,2,4,,1,1,0,1,0,0,0,3,2,6,2,1,0,0,0,0,1,3,1,1,4,,2,1,3,4,1,2,2,2,1,2,0,1,0,0,0,1,0,0,3,2,2,2,3,0,0,1,0,0,1,,,4,,2,1,2,1,1,4,5,2,2,1,2,0,1,0,0,0,0,0,,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,2,2,2,1,0,0,0,0,0,0,0,0,4,3,9,1,1,2,1,0,0,0,0,0,0,1,2,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11204,4,905.89,5,6,5/6/25 17:07,english,0.8612593
6943,dd8pb2kx62vyuzfh,5/6/25 18:47,4,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,2,16,1,2,0,1,0,1,,0,1,0,2,2,2,2,2,2,2,2,2,,4,2,0,0,0,1,0,1,0,1,0,1,,0,1,1,1,,1,1,1,1,0,0,0,1,1,6,1,1,1,0,0,0,0,1,1,1,1,,1,1,4,4,1,1,1,1,1,1,0,0,0,0,0,1,1,0,3,1,1,2,1,1,0,0,0,0,1,,,4,,1,1,1,1,1,5,4,2,2,1,1,1,1,0,0,0,0,0,,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,4,2,1,3,1,0,0,0,0,0,0,0,0,4,2,10,1,1,2,1,0,0,0,0,0,0,,2,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,93505,7,526.61,5,6,5/6/25 18:38,english,1.075959
7023,b6q0wyrgcnccxvmf,5/6/25 19:48,3,1,2,1,1,0,0,0,0,0,13,,1,19,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,3,26,2,2,0,1,0,6,,0,1,0,2,2,2,2,2,2,2,2,2,,3,2,0,0,0,0,1,0,1,1,0,1,,0,1,1,2,,1,1,1,1,1,0,0,3,1,5,1,1,0,0,0,0,1,1,1,1,2,,1,1,3,4,1,1,1,1,1,1,0,1,0,0,0,1,1,0,4,1,1,2,1,1,1,1,0,0,2,,,1,,1,1,1,2,2,5,5,3,4,1,1,0,1,0,1,0,0,0,,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,0,1,0,0,1,3,11,1,1,1,0,0,0,0,1,0,0,,1,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,70123,7,1253.92,5,6,5/6/25 19:27,english,0.8197784
7158,vg8wxy2jjrrc1cdm,5/6/25 22:31,4,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,44,2,2,0,1,0,6,,0,1,0,3,1,2,2,2,2,1,2,2,,4,1,0,0,0,0,0,0,0,0,0,0,,1,3,5,1,,1,1,0,1,0,0,0,1,2,5,1,3,0,0,0,0,1,3,1,2,4,,1,3,2,4,2,2,2,2,3,2,0,0,0,0,0,0,0,1,2,1,1,2,1,0,1,0,0,0,1,,,4,,4,1,3,1,3,5,5,4,1,2,3,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,,0,0,0,1,0,0,0,0,0,4,2,1,2,4,4,0,0,0,1,0,0,0,,4,,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,95301,7,600.75,1,2,5/6/25 22:21,english,1.301911
7748,h7xjq764rqze4jqj,5/7/25 20:21,2,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,23,2,2,0,1,0,5,,0,1,0,1,2,2,2,1,2,1,2,1,,1,2,1,0,1,0,0,1,1,1,0,,0,0,5,5,5,,1,1,1,1,1,0,0,1,2,7,2,1,0,0,0,0,1,2,2,1,1,,3,3,6,2,2,2,3,2,2,2,0,1,0,0,1,1,0,0,4,1,4,2,3,0,0,0,0,1,3,,,4,,3,1,1,1,3,5,5,2,3,1,3,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,3,2,1,5,0,1,0,0,1,0,1,1,0,4,1,2,2,1,3,0,1,0,1,1,1,0,2,3,,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,93727,5,1088.34,1,2,5/7/25 20:02,spanish,1.006022
7853,c34t091rts43twwu,5/7/25 23:17,3,2,2,0,1,0,0,0,0,0,13,,1,5,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,23,2,2,0,1,0,3,,0,1,0,2,1,1,1,1,1,1,1,1,,3,1,0,1,0,0,0,0,1,0,0,1,,0,1,1,1,,1,1,1,0,0,0,0,2,2,6,1,1,1,0,0,0,0,1,1,1,2,,1,1,2,3,1,1,1,1,1,1,0,0,0,0,0,1,1,0,3,2,2,1,1,0,0,1,0,0,2,,,4,,2,1,2,2,3,5,4,3,3,2,1,1,1,1,0,0,0,0,,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,,,0,0,0,0,0,1,0,0,0,1,1,11,1,1,2,0,0,1,0,0,0,0,,1,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90189,5,2098.37,5,6,5/7/25 22:41,english,0.6447929
8200,jbcq4ytyrvygpzbb,5/8/25 12:54,4,1,2,0,1,0,0,0,0,0,13,,1,10,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,1,37,2,2,0,1,0,6,,0,1,0,2,2,1,3,2,2,2,2,2,,4,2,0,1,0,1,1,0,0,0,0,,0,0,1,1,1,,1,1,0,0,1,0,0,1,1,4,1,1,0,0,0,0,1,3,3,3,1,,1,1,5,4,1,1,1,1,1,1,0,0,0,1,0,1,1,0,3,1,1,1,1,1,1,1,0,0,1,,,1,,3,1,1,1,1,4,5,3,3,1,1,0,1,1,0,1,0,0,,2,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,2,3,2,2,0,0,0,0,0,0,0,0,1,,3,11,1,1,1,0,0,1,1,0,1,0,1,3,,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,33056,3,500.31,5,6,5/8/25 12:45,english,0.9581161
8242,yf47syhn3e0tneu6,5/8/25 14:22,6,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,36,2,2,0,1,0,1,,0,1,0,2,2,2,2,2,2,2,2,2,,2,1,0,0,0,0,0,0,0,0,0,,0,1,5,2,5,,1,1,0,0,1,0,0,1,1,5,3,4,0,0,0,0,1,1,1,1,1,,2,3,3,4,2,2,2,2,2,2,0,1,0,0,0,1,0,0,4,2,2,2,2,0,0,0,0,1,5,,,4,,3,1,2,2,4,4,4,4,3,1,3,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,2,0,,,0,0,0,0,0,0,0,0,1,,3,2,1,2,4,1,0,0,0,0,0,0,1,3,,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90602,1,1343.9,6,6,5/8/25 13:55,spanish,1.38328
8450,3bjne3u70ke3fsjz,5/8/25 20:43,3,2,2,0,1,0,0,0,0,0,11,,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,4,2,4,6,2,2,0,1,0,1,,0,1,0,2,2,3,2,2,1,1,2,2,,4,1,0,0,0,0,0,0,1,0,1,0,,0,5,5,2,,1,1,0,0,1,0,0,3,1,7,2,4,0,0,0,0,1,3,4,2,1,,3,4,1,2,3,3,3,3,2,2,0,0,1,0,0,0,0,0,1,4,4,3,3,0,0,0,1,0,5,,,3,,2,2,1,1,1,4,3,3,2,1,3,,,,,,,,,,1,1,0,1,1,0,1,0,0,1,1,0,1,0,3,1,0,,,0,0,0,0,0,0,1,0,0,1,2,3,4,2,2,0,0,0,0,0,0,1,,4,,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,77060,3,1608.7,1,1,5/8/25 20:16,spanish,0.8669486
8934,2dnxg1p9z37r2vkg,5/9/25 15:52,5,2,2,0,1,0,0,0,0,0,13,,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,3,1,1,49,2,2,0,1,0,3,,0,1,0,2,2,2,2,3,1,3,2,3,,3,1,0,0,0,0,0,0,0,0,0,,0,1,5,5,4,,1,1,0,0,0,1,0,1,1,4,3,4,0,0,0,0,1,3,3,1,2,,2,2,2,5,2,1,2,2,2,1,0,0,0,1,1,0,0,0,4,2,3,3,4,0,0,0,0,1,4,,,4,,2,2,1,1,4,3,4,4,2,3,3,,,,,,,,,,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2,2,0,,,1,0,0,0,0,1,0,0,0,4,3,10,3,1,2,0,0,0,0,1,0,0,1,1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,77055,3,1991.65,1,1,5/9/25 15:17,spanish,1.076574
9292,303mjte4rvr2tett,5/10/25 15:33,4,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,25,2,2,0,1,0,3,,0,1,0,2,2,2,2,3,2,2,2,2,,4,2,0,0,0,0,0,0,0,0,0,,0,1,2,2,1,,1,1,1,0,0,0,0,1,1,4,1,3,0,0,0,0,1,2,2,4,4,,1,1,4,4,2,2,2,2,2,2,0,0,0,0,0,1,1,0,3,5,5,1,4,0,0,1,0,0,1,,,3,,2,3,2,2,4,4,5,4,4,1,3,,,,,,,,,,0,1,0,1,1,0,1,1,1,1,1,1,1,0,3,3,2,2,2,0,0,0,0,0,0,0,0,1,,3,7,1,2,4,0,0,0,0,0,0,1,1,1,1,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,93535,1,2016.79,6,6,5/10/25 14:59,spanish,1.006022
9373,0jxmg2xnvczbhthb,5/10/25 17:18,6,1,2,0,1,0,0,0,0,0,13,,1,11,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,40,1,2,0,1,0,3,,0,1,0,2,2,2,1,2,2,1,3,1,,4,3,0,0,0,0,0,0,0,0,0,,0,1,3,1,1,,1,1,0,0,0,0,1,3,4,7,2,4,0,0,0,1,0,1,4,1,4,,1,4,2,1,2,2,2,2,2,2,0,0,0,0,1,1,1,0,4,1,3,1,5,0,0,0,1,0,5,,,4,,1,3,4,1,1,4,5,4,4,1,3,,,,,,,,,,0,1,0,0,0,0,1,0,1,0,1,0,1,0,3,1,0,,,1,1,1,1,1,1,1,1,0,4,3,4,1,1,2,1,0,0,0,0,0,0,1,1,2,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30680,5,2168.61,3,2,5/10/25 16:39,english,1.31741
9618,g6fjqmqfqm13r23r,5/11/25 3:56,6,1,2,0,1,0,0,0,0,0,13,,1,11,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,42,2,2,0,1,0,2,,0,1,0,2,2,2,2,2,2,2,2,2,,1,3,0,0,0,0,0,0,0,0,0,,0,1,3,3,3,,1,1,0,0,0,0,1,4,4,7,3,4,0,0,0,0,1,1,4,5,5,,2,3,1,5,2,2,2,2,2,2,0,0,0,0,0,0,1,0,3,3,3,3,5,0,0,0,0,1,3,,,4,,2,2,1,1,1,4,5,1,1,3,3,,,,,,,,,,0,1,0,1,1,1,1,1,0,0,1,1,1,0,3,1,0,,,1,1,0,0,0,1,1,1,0,1,4,3,1,1,1,1,0,0,0,0,0,0,1,1,2,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30680,5,1584.65,5,6,5/11/25 3:28,english,1.31741
10175,f6g94urngmsx2a6d,5/12/25 12:32,5,2,2,0,1,0,0,0,0,0,13,,1,10,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,52,1,2,0,1,0,6,,0,1,0,3,3,2,3,3,3,3,2,3,,1,1,0,0,0,0,0,0,0,0,0,,0,1,1,1,2,,1,1,0,0,0,0,1,2,1,7,3,5,0,0,0,0,1,2,2,5,5,,2,4,21,3,2,2,2,2,2,2,0,0,0,0,0,0,0,1,1,5,5,1,5,0,1,0,1,0,3,,,4,,3,3,4,3,4,3,1,4,4,1,3,,,,,,,,,,1,1,0,0,1,0,1,0,1,1,1,0,1,0,3,1,0,,,0,0,0,0,0,0,0,0,1,,3,13,2,3,4,1,0,0,0,0,0,0,1,2,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,32353,4,1302.3,5,6,5/12/25 12:07,english,0.717716
10301,hr13nnfncuz9058b,5/12/25 14:05,5,2,2,0,1,0,0,0,0,0,13,,1,14,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,28,2,2,1,1,0,8,Conoci a mi esposo aqui en Estados Unidos y me case con el,0,1,0,2,3,2,2,3,3,3,2,2,,4,2,0,0,0,0,0,0,0,0,0,,0,1,1,1,1,,1,1,0,0,0,0,1,2,1,6,1,1,0,0,1,0,0,3,3,2,3,,1,1,20,4,2,1,1,2,2,1,0,0,1,0,1,0,1,0,1,5,5,1,3,0,1,1,0,0,6,,,4,,2,1,3,4,4,5,5,4,4,1,3,,,,,,,,,,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,2,0,,,1,0,0,0,0,0,0,0,0,1,3,5,1,1,2,1,0,0,0,0,0,0,1,1,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,60402,5,3264.13,5,6,5/12/25 13:07,spanish,0.6524691
10586,8we1yueps21tsakb,5/12/25 15:54,6,1,2,0,1,0,0,0,0,0,19,,6,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,6,3,1,74,2,2,0,1,0,6,,0,1,0,3,3,3,3,3,3,3,3,3,,4,2,0,0,0,0,0,0,0,0,0,,0,1,1,1,1,,1,1,0,0,0,1,0,1,1,7,1,1,0,0,0,0,1,3,4,3,5,,1,3,10,4,1,1,1,1,1,1,0,0,0,0,0,0,1,0,3,1,1,1,5,0,0,0,0,1,4,,,1,,2,3,3,3,4,1,1,4,4,1,3,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,,,0,0,0,0,0,0,0,0,1,,3,11,1,1,4,1,0,0,0,0,0,0,1,3,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,78023,5,1514.13,5,6,5/12/25 15:29,english,1.408994
10679,e56r53ygpdnyhyck,5/12/25 17:12,2,1,2,0,1,0,0,0,0,0,13,,1,14,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,22,2,2,0,1,0,6,,0,1,0,2,1,1,2,1,1,1,1,1,,2,1,0,0,0,0,0,0,0,0,0,0,,1,5,4,4,,1,1,0,0,0,0,1,2,1,6,2,2,0,0,0,0,1,3,3,4,1,,1,4,20,4,2,2,2,2,2,2,0,0,0,0,0,0,0,1,1,3,2,3,3,0,0,0,0,1,3,,,4,,2,1,2,1,2,4,4,4,2,1,3,,,,,,,,,,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,3,3,2,2,0,0,0,0,0,0,0,0,1,,2,2,2,4,2,0,0,0,0,0,1,0,,4,,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60651,4,661.31,1,1,5/12/25 17:00,english,1.127195
10767,3hnn0bx9a9mjn68g,5/12/25 19:54,3,1,2,0,1,0,0,0,0,0,13,,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,2,1,1,8,1,2,0,1,0,5,,0,1,0,2,2,2,2,2,2,2,2,2,,1,3,0,0,0,0,0,0,0,1,0,,1,0,1,2,2,,1,1,0,0,0,1,0,3,1,4,2,2,0,0,0,0,1,2,2,2,3,,2,2,1,2,2,2,2,3,2,2,0,1,0,0,0,0,0,0,1,4,2,2,4,0,0,0,0,1,3,,,4,,4,1,1,2,2,4,5,2,3,2,1,0,1,0,0,0,0,0,,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,2,2,1,2,2,0,0,0,0,1,0,0,0,0,1,2,5,1,3,3,1,0,0,0,0,0,0,1,3,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23523,4,4230.68,5,6,5/12/25 18:43,spanish,0.7664928
11101,jjcbb9xsur9hg5pr,5/13/25 11:43,3,2,2,0,1,0,0,0,0,0,13,,1,10,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,17,2,2,0,1,0,2,,0,1,0,2,2,3,2,3,3,3,2,3,,4,2,1,1,1,1,0,0,1,1,0,1,,0,4,1,2,,1,1,0,0,1,0,0,3,2,6,2,2,0,0,0,0,1,2,2,2,4,,2,1,4,4,1,2,1,1,2,1,1,1,1,0,0,0,0,0,1,1,2,2,2,0,0,0,1,0,2,,,3,,3,1,3,4,2,4,4,3,3,1,2,0,0,0,1,1,0,0,,2,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,1,,2,5,4,3,4,0,0,0,0,0,1,0,,2,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,33060,5,825.94,5,6,5/13/25 11:28,english,0.928809
